10000(x),10000(y),IUF-2,IUF-3,IUF-4,IUF-5,IUF-6,IUF-7,IUF-8,IUF-9,IUF-10
9923,8405,3,3,2,2,2,2,2,2,2
4088,313,3,3,2,2,2,2,2,2,2
6946,8328,3,3,2,2,2,2,2,2,2
634,4331,3,3,2,2,2,2,2,2,2
8165,3186,3,3,2,2,2,2,2,2,2
4695,9324,3,3,2,2,2,2,2,2,2
2045,9373,3,3,2,2,2,2,2,2,2
4636,8409,3,3,2,2,2,2,2,2,2
8346,4846,3,3,2,2,2,2,2,2,2
6588,4973,3,3,2,2,2,2,2,2,2
6643,2495,3,3,2,2,2,2,2,2,2
8735,30,3,3,2,2,2,2,2,2,2
2223,2650,3,3,2,2,2,2,2,2,2
8589,354,3,3,2,2,2,2,2,2,2
424,4553,3,3,2,2,2,2,2,2,2
2637,1193,3,3,2,2,2,2,2,2,2
4383,4641,3,3,2,2,2,2,2,2,2
9248,2905,3,3,2,2,2,2,2,2,2
7766,2674,3,3,2,2,2,2,2,2,2
4982,6336,3,3,2,2,2,2,2,2,2
8073,8292,3,3,2,2,2,2,2,2,2
9182,4751,3,3,2,2,2,2,2,2,2
2031,6862,3,3,2,2,2,2,2,2,2
1935,8190,3,3,2,2,2,2,2,2,2
9773,2107,3,3,2,2,2,2,2,2,2
9334,5000,3,3,2,2,2,2,2,2,2
8245,4327,3,3,2,2,2,2,2,2,2
3007,1242,3,3,2,2,2,2,2,2,2
7252,9113,3,3,2,2,2,2,2,2,2
4991,1152,3,3,2,2,2,2,2,2,2
6834,4671,3,3,2,2,2,2,2,2,2
9182,1324,3,3,2,2,2,2,2,2,2
8399,7599,3,3,2,2,2,2,2,2,2
3058,7357,3,3,2,2,2,2,2,2,2
8137,7928,3,3,2,2,2,2,2,2,2
9185,9861,3,3,2,2,2,2,2,2,2
8168,6837,3,3,2,2,2,2,2,2,2
1661,7783,3,3,2,2,2,2,2,2,2
85,7310,3,3,2,2,2,2,2,2,2
534,3164,3,3,2,2,2,2,2,2,2
9982,447,3,3,2,2,2,2,2,2,2
6934,7521,3,3,2,2,2,2,2,2,2
9201,2101,3,3,2,2,2,2,2,2,2
6905,2855,3,3,2,2,2,2,2,2,2
4704,1889,3,3,2,2,2,2,2,2,2
880,2332,3,3,2,2,2,2,2,2,2
3715,3130,3,3,2,2,2,2,2,2,2
3679,3326,3,3,2,2,2,2,2,2,2
5709,19,3,3,2,2,2,2,2,2,2
9850,1796,3,3,2,2,2,2,2,2,2
6546,914,3,3,2,2,2,2,2,2,2
5026,4015,3,3,2,2,2,2,2,2,2
5828,3458,3,3,2,2,2,2,2,2,2
1804,9379,3,3,2,2,2,2,2,2,2
698,1294,3,3,2,2,2,2,2,2,2
8032,4807,3,3,2,2,2,2,2,2,2
8786,8612,3,3,2,2,2,2,2,2,2
1603,5655,3,3,2,2,2,2,2,2,2
5890,2893,3,3,2,2,2,2,2,2,2
258,9633,3,3,2,2,2,2,2,2,2
5664,8233,3,3,2,2,2,2,2,2,2
8638,6273,3,3,2,2,2,2,2,2,2
9998,5695,3,3,2,2,2,2,2,2,2
8425,6842,3,3,2,2,2,2,2,2,2
6120,7801,3,3,2,2,2,2,2,2,2
9034,6384,3,3,2,2,2,2,2,2,2
8359,6809,3,3,2,2,2,2,2,2,2
7417,1221,3,3,2,2,2,2,2,2,2
3942,8923,3,3,2,2,2,2,2,2,2
9398,4904,3,3,2,2,2,2,2,2,2
3781,79,3,3,2,2,2,2,2,2,2
4071,6497,3,3,2,2,2,2,2,2,2
5777,5770,3,3,2,2,2,2,2,2,2
2464,2860,3,3,2,2,2,2,2,2,2
8474,4774,3,3,2,2,2,2,2,2,2
7257,369,3,3,2,2,2,2,2,2,2
4186,2808,3,3,2,2,2,2,2,2,2
7570,6682,3,3,2,2,2,2,2,2,2
5810,8230,3,3,2,2,2,2,2,2,2
2307,9709,3,3,2,2,2,2,2,2,2
306,4247,3,3,2,2,2,2,2,2,2
2558,433,3,3,2,2,2,2,2,2,2
8039,1891,3,3,2,2,2,2,2,2,2
4747,3338,3,3,2,2,2,2,2,2,2
1628,1732,3,3,2,2,2,2,2,2,2
8399,7838,3,3,2,2,2,2,2,2,2
1384,6101,3,3,2,2,2,2,2,2,2
7142,5028,3,3,2,2,2,2,2,2,2
1599,536,3,3,2,2,2,2,2,2,2
6713,4165,3,3,2,2,2,2,2,2,2
2771,6218,3,3,2,2,2,2,2,2,2
858,1289,3,3,2,2,2,2,2,2,2
2637,8631,3,3,2,2,2,2,2,2,2
510,1493,3,3,2,2,2,2,2,2,2
284,1343,3,3,2,2,2,2,2,2,2
2844,1036,3,3,2,2,2,2,2,2,2
7896,3367,3,3,2,2,2,2,2,2,2
8199,6863,3,3,2,2,2,2,2,2,2
3931,1230,3,3,2,2,2,2,2,2,2
9924,6335,3,3,2,2,2,2,2,2,2
9580,1564,3,3,2,2,2,2,2,2,2
5384,1141,3,3,2,2,2,2,2,2,2
6571,739,3,3,2,2,2,2,2,2,2
8570,9583,3,3,2,2,2,2,2,2,2
3247,6652,3,3,2,2,2,2,2,2,2
7258,6269,3,3,2,2,2,2,2,2,2
9206,1762,3,3,2,2,2,2,2,2,2
7747,9472,3,3,2,2,2,2,2,2,2
2043,7456,3,3,2,2,2,2,2,2,2
3809,9249,3,3,2,2,2,2,2,2,2
7245,1976,3,3,2,2,2,2,2,2,2
4391,2832,3,3,2,2,2,2,2,2,2
6078,7106,3,3,2,2,2,2,2,2,2
214,8520,3,3,2,2,2,2,2,2,2
2056,4447,3,3,2,2,2,2,2,2,2
5544,6367,3,3,2,2,2,2,2,2,2
3113,1804,3,3,2,2,2,2,2,2,2
9191,7176,3,3,2,2,2,2,2,2,2
1653,4007,3,3,2,2,2,2,2,2,2
6274,3648,3,3,2,2,2,2,2,2,2
1561,6890,3,3,2,2,2,2,2,2,2
5216,8760,3,3,2,2,2,2,2,2,2
9272,3150,3,3,2,2,2,2,2,2,2
3210,2939,3,3,2,2,2,2,2,2,2
3985,5291,3,3,2,2,2,2,2,2,2
5054,1360,3,3,2,2,2,2,2,2,2
6165,9397,3,3,2,2,2,2,2,2,2
5723,5830,3,3,2,2,2,2,2,2,2
4635,566,3,3,2,2,2,2,2,2,2
5510,2536,3,3,2,2,2,2,2,2,2
2334,3511,3,3,2,2,2,2,2,2,2
3195,642,3,3,2,2,2,2,2,2,2
9386,1678,3,3,2,2,2,2,2,2,2
1934,9793,3,3,2,2,2,2,2,2,2
5943,4668,3,3,2,2,2,2,2,2,2
5386,2218,3,3,2,2,2,2,2,2,2
4849,8256,3,3,2,2,2,2,2,2,2
2648,8026,3,3,2,2,2,2,2,2,2
8578,5483,3,3,2,2,2,2,2,2,2
4065,5723,3,3,2,2,2,2,2,2,2
2533,2060,3,3,2,2,2,2,2,2,2
5551,8415,3,3,2,2,2,2,2,2,2
3416,5758,3,3,2,2,2,2,2,2,2
8103,3394,3,3,2,2,2,2,2,2,2
3485,6063,3,3,2,2,2,2,2,2,2
3469,521,3,3,2,2,2,2,2,2,2
9952,9390,3,3,2,2,2,2,2,2,2
6554,6524,3,3,2,2,2,2,2,2,2
3487,9459,3,3,2,2,2,2,2,2,2
6550,3385,3,3,2,2,2,2,2,2,2
5109,3447,3,3,2,2,2,2,2,2,2
373,7947,3,3,2,2,2,2,2,2,2
577,5222,3,3,2,2,2,2,2,2,2
3630,9325,3,3,2,2,2,2,2,2,2
7738,9150,3,3,2,2,2,2,2,2,2
8310,5051,3,3,2,2,2,2,2,2,2
3781,7061,3,3,2,2,2,2,2,2,2
3524,2483,3,3,2,2,2,2,2,2,2
6800,4324,3,3,2,2,2,2,2,2,2
2237,9465,3,3,2,2,2,2,2,2,2
9630,7959,3,3,2,2,2,2,2,2,2
6121,1264,3,3,2,2,2,2,2,2,2
982,8001,3,3,2,2,2,2,2,2,2
2316,5378,3,3,2,2,2,2,2,2,2
7323,1818,3,3,2,2,2,2,2,2,2
6501,3004,3,3,2,2,2,2,2,2,2
479,9089,3,3,2,2,2,2,2,2,2
3914,765,3,3,2,2,2,2,2,2,2
4798,6278,3,3,2,2,2,2,2,2,2
5431,3335,3,3,2,2,2,2,2,2,2
4173,9347,3,3,2,2,2,2,2,2,2
1968,6543,3,3,2,2,2,2,2,2,2
5838,3374,3,3,2,2,2,2,2,2,2
2494,4338,3,3,2,2,2,2,2,2,2
3763,6145,3,3,2,2,2,2,2,2,2
3396,4713,3,3,2,2,2,2,2,2,2
6074,3215,3,3,2,2,2,2,2,2,2
7809,6138,3,3,2,2,2,2,2,2,2
794,5535,3,3,2,2,2,2,2,2,2
1337,142,3,3,2,2,2,2,2,2,2
5685,4898,3,3,2,2,2,2,2,2,2
7426,3949,3,3,2,2,2,2,2,2,2
981,6747,3,3,2,2,2,2,2,2,2
5761,362,3,3,2,2,2,2,2,2,2
4065,7457,3,3,2,2,2,2,2,2,2
7027,7963,3,3,2,2,2,2,2,2,2
1065,1143,3,3,2,2,2,2,2,2,2
4577,7642,3,3,2,2,2,2,2,2,2
245,1789,3,3,2,2,2,2,2,2,2
785,3025,3,3,2,2,2,2,2,2,2
3529,3119,3,3,2,2,2,2,2,2,2
2153,8788,3,3,2,2,2,2,2,2,2
7497,1150,3,3,2,2,2,2,2,2,2
2400,4835,3,3,2,2,2,2,2,2,2
5434,7722,3,3,2,2,2,2,2,2,2
3779,4211,3,3,2,2,2,2,2,2,2
3964,9665,3,3,2,2,2,2,2,2,2
4446,3328,3,3,2,2,2,2,2,2,2
1581,8241,3,3,2,2,2,2,2,2,2
9268,6927,3,3,2,2,2,2,2,2,2
5031,5496,3,3,2,2,2,2,2,2,2
2645,1535,3,3,2,2,2,2,2,2,2
2586,3442,3,3,2,2,2,2,2,2,2
3720,6205,3,3,2,2,2,2,2,2,2
1524,6700,3,3,2,2,2,2,2,2,2
9159,5587,3,3,2,2,2,2,2,2,2
7197,7764,3,3,2,2,2,2,2,2,2
8432,1605,3,3,2,2,2,2,2,2,2
9310,6246,3,3,2,2,2,2,2,2,2
7446,2247,3,3,2,2,2,2,2,2,2
9221,437,3,3,2,2,2,2,2,2,2
2997,1999,3,3,2,2,2,2,2,2,2
7771,7981,3,3,2,2,2,2,2,2,2
2253,6454,3,3,2,2,2,2,2,2,2
7472,9899,3,3,2,2,2,2,2,2,2
9590,8095,3,3,2,2,2,2,2,2,2
249,1950,3,3,2,2,2,2,2,2,2
1220,3790,3,3,2,2,2,2,2,2,2
2273,2029,3,3,2,2,2,2,2,2,2
7581,6834,3,3,2,2,2,2,2,2,2
9748,9515,3,3,2,2,2,2,2,2,2
5404,1060,3,3,2,2,2,2,2,2,2
5391,1531,3,3,2,2,2,2,2,2,2
9014,4562,3,3,2,2,2,2,2,2,2
4710,8646,3,3,2,2,2,2,2,2,2
663,3973,3,3,2,2,2,2,2,2,2
5191,2608,3,3,2,2,2,2,2,2,2
6746,4006,3,3,2,2,2,2,2,2,2
7858,3952,3,3,2,2,2,2,2,2,2
6766,7597,3,3,2,2,2,2,2,2,2
5436,1220,3,3,2,2,2,2,2,2,2
8028,4329,3,3,2,2,2,2,2,2,2
2533,6264,3,3,2,2,2,2,2,2,2
6100,9549,3,3,2,2,2,2,2,2,2
3449,4055,3,3,2,2,2,2,2,2,2
2478,5811,3,3,2,2,2,2,2,2,2
5545,7750,3,3,2,2,2,2,2,2,2
2241,340,3,3,2,2,2,2,2,2,2
883,2033,3,3,2,2,2,2,2,2,2
5680,5045,3,3,2,2,2,2,2,2,2
3979,4552,3,3,2,2,2,2,2,2,2
7152,7903,3,3,2,2,2,2,2,2,2
9126,5110,3,3,2,2,2,2,2,2,2
9187,6426,3,3,2,2,2,2,2,2,2
3741,5669,3,3,2,2,2,2,2,2,2
4212,2754,3,3,2,2,2,2,2,2,2
6605,4634,3,3,2,2,2,2,2,2,2
2659,8914,3,3,2,2,2,2,2,2,2
420,865,3,3,2,2,2,2,2,2,2
9201,8375,3,3,2,2,2,2,2,2,2
7451,9962,3,3,2,2,2,2,2,2,2
8231,9448,3,3,2,2,2,2,2,2,2
4294,522,3,3,2,2,2,2,2,2,2
8474,4185,3,3,2,2,2,2,2,2,2
4103,7469,3,3,2,2,2,2,2,2,2
6895,1349,3,3,2,2,2,2,2,2,2
3667,719,3,3,2,2,2,2,2,2,2
943,2659,3,3,2,2,2,2,2,2,2
7082,1833,3,3,2,2,2,2,2,2,2
1194,5757,3,3,2,2,2,2,2,2,2
9975,5447,3,3,2,2,2,2,2,2,2
3905,1552,3,3,2,2,2,2,2,2,2
6564,3468,3,3,2,2,2,2,2,2,2
5619,4654,3,3,2,2,2,2,2,2,2
1260,7550,3,3,2,2,2,2,2,2,2
4734,3485,3,3,2,2,2,2,2,2,2
1587,6249,3,3,2,2,2,2,2,2,2
6514,5984,3,3,2,2,2,2,2,2,2
1471,4411,3,3,2,2,2,2,2,2,2
1865,7014,3,3,2,2,2,2,2,2,2
1448,1092,3,3,2,2,2,2,2,2,2
2532,1561,3,3,2,2,2,2,2,2,2
9910,1448,3,3,2,2,2,2,2,2,2
3030,4307,3,3,2,2,2,2,2,2,2
1270,7432,3,3,2,2,2,2,2,2,2
8629,7566,3,3,2,2,2,2,2,2,2
5468,164,3,3,2,2,2,2,2,2,2
5407,830,3,3,2,2,2,2,2,2,2
6954,2306,3,3,2,2,2,2,2,2,2
2565,8516,3,3,2,2,2,2,2,2,2
6002,7529,3,3,2,2,2,2,2,2,2
9139,8092,3,3,2,2,2,2,2,2,2
6788,1746,3,3,2,2,2,2,2,2,2
691,2282,3,3,2,2,2,2,2,2,2
461,9898,3,3,2,2,2,2,2,2,2
2213,6158,3,3,2,2,2,2,2,2,2
6883,2836,3,3,2,2,2,2,2,2,2
3005,7973,3,3,2,2,2,2,2,2,2
4869,6107,3,3,2,2,2,2,2,2,2
1412,6893,3,3,2,2,2,2,2,2,2
8763,4373,3,3,2,2,2,2,2,2,2
4803,2423,3,3,2,2,2,2,2,2,2
7257,1527,3,3,2,2,2,2,2,2,2
8877,6684,3,3,2,2,2,2,2,2,2
4770,7569,3,3,2,2,2,2,2,2,2
7245,289,3,3,2,2,2,2,2,2,2
4093,6077,3,3,2,2,2,2,2,2,2
6355,4281,3,3,2,2,2,2,2,2,2
1515,2731,3,3,2,2,2,2,2,2,2
5760,6156,3,3,2,2,2,2,2,2,2
8656,3372,3,3,2,2,2,2,2,2,2
2456,7975,3,3,2,2,2,2,2,2,2
7338,2463,3,3,2,2,2,2,2,2,2
4205,6044,3,3,2,2,2,2,2,2,2
8937,8503,3,3,2,2,2,2,2,2,2
4572,955,3,3,2,2,2,2,2,2,2
461,1296,3,3,2,2,2,2,2,2,2
879,9123,3,3,2,2,2,2,2,2,2
538,2019,3,3,2,2,2,2,2,2,2
2511,3422,3,3,2,2,2,2,2,2,2
9095,5311,3,3,2,2,2,2,2,2,2
1987,6512,3,3,2,2,2,2,2,2,2
3710,1233,3,3,2,2,2,2,2,2,2
2086,6262,3,3,2,2,2,2,2,2,2
5824,6059,3,3,2,2,2,2,2,2,2
6683,6845,3,3,2,2,2,2,2,2,2
4836,3396,3,3,2,2,2,2,2,2,2
2527,1400,3,3,2,2,2,2,2,2,2
1861,9789,3,3,2,2,2,2,2,2,2
8701,2560,3,3,2,2,2,2,2,2,2
3633,4009,3,3,2,2,2,2,2,2,2
5387,3931,3,3,2,2,2,2,2,2,2
8701,1936,3,3,2,2,2,2,2,2,2
4258,773,3,3,2,2,2,2,2,2,2
2825,8522,3,3,2,2,2,2,2,2,2
9531,9937,3,3,2,2,2,2,2,2,2
6259,3245,3,3,2,2,2,2,2,2,2
4186,3852,3,3,2,2,2,2,2,2,2
3031,8905,3,3,2,2,2,2,2,2,2
2909,2678,3,3,2,2,2,2,2,2,2
3290,2931,3,3,2,2,2,2,2,2,2
5779,5804,3,3,2,2,2,2,2,2,2
3269,4544,3,3,2,2,2,2,2,2,2
4802,6333,3,3,2,2,2,2,2,2,2
9630,6308,3,3,2,2,2,2,2,2,2
6394,8393,3,3,2,2,2,2,2,2,2
3619,6086,3,3,2,2,2,2,2,2,2
7438,7585,3,3,2,2,2,2,2,2,2
4649,2355,3,3,2,2,2,2,2,2,2
1249,9864,3,3,2,2,2,2,2,2,2
3964,8160,3,3,2,2,2,2,2,2,2
4261,1783,3,3,2,2,2,2,2,2,2
6826,2103,3,3,2,2,2,2,2,2,2
5965,3469,3,3,2,2,2,2,2,2,2
1367,981,3,3,2,2,2,2,2,2,2
8198,5899,3,3,2,2,2,2,2,2,2
322,990,3,3,2,2,2,2,2,2,2
6490,4564,3,3,2,2,2,2,2,2,2
9439,2976,3,3,2,2,2,2,2,2,2
3347,7515,3,3,2,2,2,2,2,2,2
9348,3948,3,3,2,2,2,2,2,2,2
295,4443,3,3,2,2,2,2,2,2,2
8138,4461,3,3,2,2,2,2,2,2,2
7663,5647,3,3,2,2,2,2,2,2,2
5155,4172,3,3,2,2,2,2,2,2,2
2534,2736,3,3,2,2,2,2,2,2,2
8970,3636,3,3,2,2,2,2,2,2,2
7479,7990,3,3,2,2,2,2,2,2,2
4770,8218,3,3,2,2,2,2,2,2,2
6499,411,3,3,2,2,2,2,2,2,2
1454,2734,3,3,2,2,2,2,2,2,2
6945,9272,3,3,2,2,2,2,2,2,2
3678,2487,3,3,2,2,2,2,2,2,2
7855,1447,3,3,2,2,2,2,2,2,2
9800,4212,3,3,2,2,2,2,2,2,2
9849,2311,3,3,2,2,2,2,2,2,2
2844,5680,3,3,2,2,2,2,2,2,2
5960,7183,3,3,2,2,2,2,2,2,2
4008,5510,3,3,2,2,2,2,2,2,2
4635,303,3,3,2,2,2,2,2,2,2
5810,7142,3,3,2,2,2,2,2,2,2
8701,3679,3,3,2,2,2,2,2,2,2
8965,2687,3,3,2,2,2,2,2,2,2
5764,5702,3,3,2,2,2,2,2,2,2
4035,1859,3,3,2,2,2,2,2,2,2
5935,9622,3,3,2,2,2,2,2,2,2
7043,7323,3,3,2,2,2,2,2,2,2
292,6737,3,3,2,2,2,2,2,2,2
881,3169,3,3,2,2,2,2,2,2,2
6597,668,3,3,2,2,2,2,2,2,2
3821,6011,3,3,2,2,2,2,2,2,2
9866,2341,3,3,2,2,2,2,2,2,2
2007,5040,3,3,2,2,2,2,2,2,2
8167,692,3,3,2,2,2,2,2,2,2
9042,6954,3,3,2,2,2,2,2,2,2
5761,2478,3,3,2,2,2,2,2,2,2
9980,3406,3,3,2,2,2,2,2,2,2
69,2370,3,3,2,2,2,2,2,2,2
6981,9581,3,3,2,2,2,2,2,2,2
3317,8042,3,3,2,2,2,2,2,2,2
8804,7232,3,3,2,2,2,2,2,2,2
2088,8614,3,3,2,2,2,2,2,2,2
3330,1636,3,3,2,2,2,2,2,2,2
4655,6275,3,3,2,2,2,2,2,2,2
245,4610,3,3,2,2,2,2,2,2,2
3356,7919,3,3,2,2,2,2,2,2,2
5477,2923,3,3,2,2,2,2,2,2,2
3638,6778,3,3,2,2,2,2,2,2,2
5323,7907,3,3,2,2,2,2,2,2,2
77,5467,3,3,2,2,2,2,2,2,2
9950,9662,3,3,2,2,2,2,2,2,2
5048,7535,3,3,2,2,2,2,2,2,2
5847,4296,3,3,2,2,2,2,2,2,2
639,8364,3,3,2,2,2,2,2,2,2
5688,8981,3,3,2,2,2,2,2,2,2
3681,5084,3,3,2,2,2,2,2,2,2
3055,8534,3,3,2,2,2,2,2,2,2
1919,7901,3,3,2,2,2,2,2,2,2
8073,5545,3,3,2,2,2,2,2,2,2
6635,1725,3,3,2,2,2,2,2,2,2
1593,4087,3,3,2,2,2,2,2,2,2
3123,3919,3,3,2,2,2,2,2,2,2
8146,2744,3,3,2,2,2,2,2,2,2
2167,1920,3,3,2,2,2,2,2,2,2
3817,2231,3,3,2,2,2,2,2,2,2
4200,6358,3,3,2,2,2,2,2,2,2
5656,9705,3,3,2,2,2,2,2,2,2
7236,556,3,3,2,2,2,2,2,2,2
7626,5753,3,3,2,2,2,2,2,2,2
1587,8039,3,3,2,2,2,2,2,2,2
3001,3630,3,3,2,2,2,2,2,2,2
4093,5006,3,3,2,2,2,2,2,2,2
8869,4184,3,3,2,2,2,2,2,2,2
2062,6471,3,3,2,2,2,2,2,2,2
9350,7711,3,3,2,2,2,2,2,2,2
3000,8710,3,3,2,2,2,2,2,2,2
1066,9346,3,3,2,2,2,2,2,2,2
1899,4912,3,3,2,2,2,2,2,2,2
6598,7857,3,3,2,2,2,2,2,2,2
5824,3972,3,3,2,2,2,2,2,2,2
3472,5719,3,3,2,2,2,2,2,2,2
2217,2034,3,3,2,2,2,2,2,2,2
782,5075,3,3,2,2,2,2,2,2,2
3576,9857,3,3,2,2,2,2,2,2,2
7043,6534,3,3,2,2,2,2,2,2,2
5568,8088,3,3,2,2,2,2,2,2,2
1069,5347,3,3,2,2,2,2,2,2,2
2601,4879,3,3,2,2,2,2,2,2,2
4105,6595,3,3,2,2,2,2,2,2,2
350,9464,3,3,2,2,2,2,2,2,2
7777,5411,3,3,2,2,2,2,2,2,2
5930,9887,3,3,2,2,2,2,2,2,2
4604,8971,3,3,2,2,2,2,2,2,2
2420,1881,3,3,2,2,2,2,2,2,2
8874,2764,3,3,2,2,2,2,2,2,2
140,2626,3,3,2,2,2,2,2,2,2
6635,7428,3,3,2,2,2,2,2,2,2
9800,2578,3,3,2,2,2,2,2,2,2
412,3539,3,3,2,2,2,2,2,2,2
8138,7438,3,3,2,2,2,2,2,2,2
5191,786,3,3,2,2,2,2,2,2,2
901,1246,3,3,2,2,2,2,2,2,2
757,6060,3,3,2,2,2,2,2,2,2
5276,3311,3,3,2,2,2,2,2,2,2
3043,1706,3,3,2,2,2,2,2,2,2
3062,3022,3,3,2,2,2,2,2,2,2
9014,5640,3,3,2,2,2,2,2,2,2
804,5967,3,3,2,2,2,2,2,2,2
5539,2645,3,3,2,2,2,2,2,2,2
458,9447,3,3,2,2,2,2,2,2,2
237,1809,3,3,2,2,2,2,2,2,2
2558,5943,3,3,2,2,2,2,2,2,2
3283,4607,3,3,2,2,2,2,2,2,2
7808,8547,3,3,2,2,2,2,2,2,2
5124,7272,3,3,2,2,2,2,2,2,2
1064,9027,3,3,2,2,2,2,2,2,2
1893,4121,3,3,2,2,2,2,2,2,2
8759,6121,3,3,2,2,2,2,2,2,2
2746,8825,3,3,2,2,2,2,2,2,2
9312,9367,3,3,2,2,2,2,2,2,2
3908,5480,3,3,2,2,2,2,2,2,2
5813,7293,3,3,2,2,2,2,2,2,2
7254,9553,3,3,2,2,2,2,2,2,2
9695,3195,3,3,2,2,2,2,2,2,2
2745,2726,3,3,2,2,2,2,2,2,2
667,2215,3,3,2,2,2,2,2,2,2
5003,5709,3,3,2,2,2,2,2,2,2
9497,9832,3,3,2,2,2,2,2,2,2
5667,7314,3,3,2,2,2,2,2,2,2
2228,62,3,3,2,2,2,2,2,2,2
4205,3965,3,3,2,2,2,2,2,2,2
499,5698,3,3,2,2,2,2,2,2,2
1001,6084,3,3,2,2,2,2,2,2,2
2358,9975,3,3,2,2,2,2,2,2,2
3712,373,3,3,2,2,2,2,2,2,2
7979,270,3,3,2,2,2,2,2,2,2
1571,3081,3,3,2,2,2,2,2,2,2
2996,4875,3,3,2,2,2,2,2,2,2
3593,4720,3,3,2,2,2,2,2,2,2
6928,8426,3,3,2,2,2,2,2,2,2
3028,3217,3,3,2,2,2,2,2,2,2
3410,386,3,3,2,2,2,2,2,2,2
3778,8548,3,3,2,2,2,2,2,2,2
2418,9697,3,3,2,2,2,2,2,2,2
2448,7044,3,3,2,2,2,2,2,2,2
7621,4205,3,3,2,2,2,2,2,2,2
8263,2513,3,3,2,2,2,2,2,2,2
1049,5302,3,3,2,2,2,2,2,2,2
2589,7631,3,3,2,2,2,2,2,2,2
5724,3214,3,3,2,2,2,2,2,2,2
3134,2752,3,3,2,2,2,2,2,2,2
8674,383,3,3,2,2,2,2,2,2,2
9358,5361,3,3,2,2,2,2,2,2,2
8629,8353,3,3,2,2,2,2,2,2,2
2058,1361,3,3,2,2,2,2,2,2,2
8246,3404,3,3,2,2,2,2,2,2,2
132,4088,3,3,2,2,2,2,2,2,2
9759,7639,3,3,2,2,2,2,2,2,2
3005,579,3,3,2,2,2,2,2,2,2
9669,8884,3,3,2,2,2,2,2,2,2
5360,3809,3,3,2,2,2,2,2,2,2
9381,4648,3,3,2,2,2,2,2,2,2
9748,5945,3,3,2,2,2,2,2,2,2
2938,3291,3,3,2,2,2,2,2,2,2
2216,952,3,3,2,2,2,2,2,2,2
8735,4560,3,3,2,2,2,2,2,2,2
5867,8776,3,3,2,2,2,2,2,2,2
8726,8474,3,3,2,2,2,2,2,2,2
1336,3819,3,3,2,2,2,2,2,2,2
2356,3183,3,3,2,2,2,2,2,2,2
8260,9517,3,3,2,2,2,2,2,2,2
3278,3200,3,3,2,2,2,2,2,2,2
4945,753,3,3,2,2,2,2,2,2,2
9017,455,3,3,2,2,2,2,2,2,2
355,1459,3,3,2,2,2,2,2,2,2
8867,1760,3,3,2,2,2,2,2,2,2
2888,5865,3,3,2,2,2,2,2,2,2
2313,8262,3,3,2,2,2,2,2,2,2
3870,5573,3,3,2,2,2,2,2,2,2
6234,8024,3,3,2,2,2,2,2,2,2
4576,2745,3,3,2,2,2,2,2,2,2
2585,4764,3,3,2,2,2,2,2,2,2
2082,3137,3,3,2,2,2,2,2,2,2
3579,323,3,3,2,2,2,2,2,2,2
5937,2471,3,3,2,2,2,2,2,2,2
5066,5889,3,3,2,2,2,2,2,2,2
8852,9255,3,3,2,2,2,2,2,2,2
860,6687,3,3,2,2,2,2,2,2,2
222,7136,3,3,2,2,2,2,2,2,2
5230,7843,3,3,2,2,2,2,2,2,2
1047,7555,3,3,2,2,2,2,2,2,2
9467,8449,3,3,2,2,2,2,2,2,2
370,1024,3,3,2,2,2,2,2,2,2
5362,6114,3,3,2,2,2,2,2,2,2
3204,9301,3,3,2,2,2,2,2,2,2
766,3189,3,3,2,2,2,2,2,2,2
8303,4798,3,3,2,2,2,2,2,2,2
3397,7514,3,3,2,2,2,2,2,2,2
2336,9955,3,3,2,2,2,2,2,2,2
1599,4784,3,3,2,2,2,2,2,2,2
5832,4109,3,3,2,2,2,2,2,2,2
1471,3842,3,3,2,2,2,2,2,2,2
7544,781,3,3,2,2,2,2,2,2,2
2494,2283,3,3,2,2,2,2,2,2,2
4611,5360,3,3,2,2,2,2,2,2,2
1660,3251,3,3,2,2,2,2,2,2,2
8458,7525,3,3,2,2,2,2,2,2,2
6710,7110,3,3,2,2,2,2,2,2,2
2897,7493,3,3,2,2,2,2,2,2,2
9531,7999,3,3,2,2,2,2,2,2,2
7324,6727,3,3,2,2,2,2,2,2,2
8839,8373,3,3,2,2,2,2,2,2,2
3180,6555,3,3,2,2,2,2,2,2,2
4815,4710,3,3,2,2,2,2,2,2,2
1139,6493,3,3,2,2,2,2,2,2,2
1260,3515,3,3,2,2,2,2,2,2,2
980,2124,3,3,2,2,2,2,2,2,2
2376,7570,3,3,2,2,2,2,2,2,2
8097,8578,3,3,2,2,2,2,2,2,2
8430,8751,3,3,2,2,2,2,2,2,2
2249,6738,3,3,2,2,2,2,2,2,2
6920,7090,3,3,2,2,2,2,2,2,2
5605,4688,3,3,2,2,2,2,2,2,2
5116,4490,3,3,2,2,2,2,2,2,2
2871,8216,3,3,2,2,2,2,2,2,2
2070,2454,3,3,2,2,2,2,2,2,2
4173,7258,3,3,2,2,2,2,2,2,2
5930,4437,3,3,2,2,2,2,2,2,2
5200,3817,3,3,2,2,2,2,2,2,2
5238,3816,3,3,2,2,2,2,2,2,2
4251,2762,3,3,2,2,2,2,2,2,2
6461,7112,3,3,2,2,2,2,2,2,2
4395,9906,3,3,2,2,2,2,2,2,2
4244,3331,3,3,2,2,2,2,2,2,2
